어장명,정점,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(표),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도,,
진해만,15,34.9838888888889,128.452777777778,굴,2020,8,7,흐림,18,24.37,17.78,6.59,33.03,7.57,0.48,2.08,0.44,0.002,0,0.442,0.611,0.096,0.108,1.846,0.29,10,2.5,,
진해만,16,34.9502777777778,128.445555555556,굴,2020,8,7,흐림,17,23.82,18.39,5.43,33.06,7.45,0.41,1.89,0.35,0.001,0,0.352,0.518,0.078,0.092,1.435,0.2,14.5,2,,
진해만,17,34.9144444444444,128.456666666667,굴,2020,8,7,흐림,14,23.58,19.65,3.93,32.67,7.4,0.54,1.46,0.245,0.002,0.001,0.248,0.429,0.057,0.073,1.299,0.22,4.2,4.5,,
진해만,18,34.905,128.4325,굴,2020,8,7,흐림,12,22.42,20,2.42,32.61,7.47,0.55,1.6,0.204,0.002,0.001,0.206,0.312,0.049,0.051,1.059,0.22,6.7,3.5,,
진해만,20,34.9377777777778,128.4675,굴,2020,8,7,흐림,17,23.41,18.34,5.07,33.15,7.42,0.44,1.81,0.245,0.001,0,0.246,0.368,0.061,0.07,1.208,0.13,13.6,4,,
통영,8,34.7855555555556,128.431388888889,굴,2020,8,7,안개/흐림,9,21.76,19.18,2.58,32.7,7.8,4.05,1.15,0.028,0.065,0.007,0.1,0.191,0.018,0.024,0.389,4.42,6.2,3.5,,
통영,10,34.7505555555556,128.413333333333,어류,2020,8,7,안개/흐림/바람,28,21.24,17.31,3.93,33.68,7.85,4.57,1.31,0.02,0.173,0.007,0.2,0.219,0.034,0.037,0.465,0.8,7.4,4.5,,
통영,11,34.8136111111111,128.367222222222,어류,2020,8,7,흐림/구름/바람,12,23.97,18.37,5.6,33.22,7.85,4.45,1.11,0.027,0.089,0.007,0.123,0.178,0.024,0.028,0.427,1.57,5,6,,
통영,12,34.7752777777778,128.391666666667,우렁쉥이,2020,8,7,안개/흐림,11,21.89,19.69,2.2,32.65,7.97,5.9,0.99,0.011,0.086,0.006,0.103,0.172,0.017,0.021,0.352,2.05,4.4,4.5,,
통영,13,34.7863888888889,128.3825,굴,2020,8,7,안개/흐림/구름,13,22.56,18.25,4.31,33.25,7.89,4.89,1.23,0.009,0.117,0.007,0.134,0.191,0.024,0.034,0.409,0.95,8.2,5,,
통영,14,34.8216666666667,128.356944444444,굴,2020,8,7,안개/흐림/구름,10,24.35,18.96,5.39,32.98,7.83,3.96,1.76,0.03,0.034,0.004,0.069,0.156,0.014,0.017,0.285,1.7,4.8,5.5,,
고흥,1,34.5616666666667,127.464722222222,굴,2020,8,7,흐림,9,24.3,23.9,0.400000000000002,31.01,8.41,6.14,1.89,0.025,0.011,0.007,0.042,0.156,0.006,0.024,0.066,2.26,21.4,1.5,,
고흥,2,34.5083333333333,127.476944444444,굴,2020,8,7,흐림,5,23.7,23,0.699999999999999,31.32,8.44,6.37,1.72,0.016,0.007,0.005,0.028,0.163,0.006,0.024,0.045,2.6,13,2.5,,
고흥,3,34.5016666666667,127.415277777778,굴,2020,8,7,흐림,5,24.4,24.2,0.199999999999999,31.39,8.41,6.41,2.84,0.024,0.012,0.009,0.046,0.178,0.009,0.03,0.037,3.5,17.8,1,,
고흥,4,34.5,127.243333333333,미역,2020,8,7,흐림,26,23.7,22.9,0.800000000000001,31.81,8.39,6.55,2.57,0.025,0.027,0.018,0.07,0.168,0.015,0.025,0.026,1.91,14.8,1.9,,
득량만,1,34.7030555555556,127.221111111111,새꼬막,2020,8,7,비,7,26.35,25.73,0.620000000000001,29.23,8.41,5.76,6.58,0.038,0.009,0.003,0.05,0.479,0.022,0.102,0.061,3.33,12.8,1,,
득량만,2,34.6791666666667,127.173055555556,새꼬막,2020,8,7,비,7,26.06,25,1.06,29.79,8.41,5.67,4.15,0.061,0.008,0.006,0.075,0.293,0.023,0.048,0.044,2.66,14.2,1.4,,
득량만,3,34.6780555555556,127.118888888889,새꼬막,2020,8,7,비,3,26.41,26.35,0.0599999999999987,28.96,8.37,5.66,4.01,0.071,0.033,0.003,0.107,0.33,0.028,0.055,0.037,11.06,8.8,1.4,,
득량만,4,34.6302777777778,127.116944444444,새꼬막,2020,8,7,비,6,26.02,24.55,1.47,30.13,8.39,5.42,1.74,0.056,0.007,0.006,0.069,0.269,0.015,0.046,0.026,4.66,15,1.4,,
득량만,5,34.6311111111111,127.075555555556,새꼬막,2020,8,7,비,3,26.37,25.53,0.84,29.54,8.38,5.76,2.46,0.056,0.008,0.003,0.067,0.264,0.02,0.048,0.036,6.48,11.2,1.6,,
득량만,6,34.5794444444445,127.074444444444,새꼬막,2020,8,7,비,9,24.81,24.12,0.689999999999998,30.64,8.18,6.03,2.51,0.028,0.007,0.004,0.038,0.31,0.013,0.056,0.028,7.92,8.4,2,,
득량만,7,34.5783333333333,127.035555555556,새꼬막,2020,8,7,흐림,6,25.16,24.36,0.800000000000001,30.57,8.41,5.92,1.98,0.035,0.011,0.004,0.05,0.195,0.021,0.034,0.047,4.9,7,1.9,,
득량만,8,34.5216666666667,127.050833333333,미역,2020,8,7,흐림,11,23.8,22.5,1.3,31.83,8.43,6.55,1.73,0.017,0.019,0.014,0.05,0.175,0.012,0.025,0.025,3.12,5.8,2,,
득량만,9,34.5225,127.006666666667,미역,2020,8,7,흐림,7,24.6,22.9,1.7,31.76,8.4,6.47,1.29,0.042,0.03,0.013,0.085,0.187,0.015,0.028,0.031,1.9,10.6,1.9,,
태안,1,36.94,126.2,전복,2020,8,7,흐림/비,28,20.88,20.24,0.640000000000001,31.18,8.04,7.54,0.91,0.015,0.021,0.019,0.055,0.112,0.012,0.024,0.121,1.44,13.2,2.5,,
태안,2,36.88,126.09,연안,2020,8,7,흐림/비,25,20.48,20.36,0.120000000000001,31.15,8.04,7.59,0.72,0.015,0.025,0.02,0.06,0.108,0.012,0.023,0.125,1.36,10.8,2.1,,
태안,3,36.57,126.1,연안,2020,8,7,흐림/비,17,21.95,21.3,0.649999999999999,30.67,8.08,7.16,1.59,0.038,0.017,0.009,0.065,0.121,0.012,0.035,0.178,2.65,28.2,0.5,,
태안,4,36.63,126.23,김,2020,8,7,흐림/비,7,23.92,23.67,0.25,29.29,8.08,6.68,1.23,0.052,0.023,0.009,0.084,0.182,0.015,0.041,0.321,2.29,17.2,0.8,,
태안,5,36.49,126.29,전복,2020,8,7,흐림/비,14,23.69,23.43,0.260000000000002,28.67,8.08,7.35,1.63,0.04,0.06,0.007,0.107,0.178,0.008,0.028,0.251,6.37,13.4,1.4,,
태안,6,36.6983333333333,126.113888888889,전복,2020,8,7,흐림/비,12,22.03,21.36,0.670000000000002,30.25,8.07,7.13,0.91,0.044,0.017,0.01,0.071,0.128,0.014,0.029,0.229,1.89,13.4,1.5,,
태안,6,36.7083333333333,126.123333333333,전복,2020,8,7,흐림/비,12,22.03,21.36,0.670000000000002,30.25,8.07,7.13,0.91,0.044,0.017,0.01,0.071,0.128,0.014,0.029,0.229,1.89,13.4,1.5,,
태안,7,36.6880555555556,126.1225,전복,2020,8,7,흐림/비,10,22.1,21.65,0.450000000000003,30.44,8.04,7.1,1.39,0.064,0.031,0.011,0.105,0.153,0.018,0.042,0.28,1.72,26.2,0.6,,
태안,7,36.6911111111111,126.126388888889,전복,2020,8,7,흐림/비,10,22.1,21.65,0.450000000000003,30.44,8.04,7.1,1.39,0.064,0.031,0.011,0.105,0.153,0.018,0.042,0.28,1.72,26.2,0.6,,
가로림만,1,36.9930555555556,126.311111111111,김,2020,8,7,흐림/비,11,20.37,20.36,0.0100000000000016,31.11,8,7.45,0.77,0.016,0.036,0.02,0.072,0.118,0.012,0.024,0.126,1.35,14,2.4,,
가로림만,2,36.9494444444444,126.324722222222,미역,2020,8,7,흐림/비,16,21.25,20.61,0.640000000000001,30.97,8.02,7.21,0.89,0.028,0.048,0.019,0.095,0.14,0.014,0.028,0.159,1.42,17.8,1.5,,
가로림만,3,36.8844444444444,126.341666666667,바지락,2020,8,7,흐림/비,15,22.14,21.67,0.469999999999999,29.95,7.99,7.07,0.69,0.056,0.119,0.019,0.194,0.243,0.024,0.042,0.335,1.25,24,1.2,,
거제도남안,1,34.8388888888889,128.576388888889,굴,2020,8,6,흐림/바람,7,26.77,19.77,7,32.15,7.43,0.57,1.71,0.061,0.007,0.004,0.071,0.213,0.003,0.018,0.151,2.92,3.6,7.5,,
거제도남안,2,34.8027777777778,128.556111111111,굴/우렁쉥이,2020,8,6,흐림/바람,9,22.74,18.5,4.24,32.75,7.84,4.47,1.51,0.038,0.047,0.015,0.099,0.201,0.013,0.024,0.347,5.69,3.6,4,,
거제도남안,7,34.7830555555556,128.506111111111,굴/우렁쉥이,2020,8,6,비/흐림,7,21.11,18.26,2.85,32.96,7.87,4.78,1.63,0.032,0.013,0.017,0.062,0.219,0.003,0.027,0.523,3.02,5.8,4.5,,
거제도남안,8,34.8247222222222,128.565,굴,2020,8,6,안개/흐림/바람,9,25.32,19.1,6.22,32.48,7.83,4.52,1.07,0.031,0.057,0.009,0.097,0.193,0.004,0.019,0.323,3.5,5.6,4,,
통영,1,34.8408333333333,128.493055555556,어류,2020,8,6,흐림/구름/바람,19,23.02,18.01,5.01,33.06,7.83,4.32,0.83,0.043,0.023,0.003,0.068,0.253,0.013,0.035,0.319,1.19,7.2,3.5,,
통영,3,34.8,128.473333333333,굴,2020,8,6,안개/흐림/바람,10,22.97,18.62,4.35,32.9,7.78,3.68,1.35,0.031,0.001,0.01,0.042,0.226,0.002,0.026,0.496,5.25,6,3,,
통영,15,34.8833333333333,128.472222222222,연안,2020,8,6,비/안개/흐림/바람,6,23.3,22.85,0.449999999999999,30.92,8.03,7.05,0.67,0.011,0.028,0.002,0.041,0.193,0.007,0.024,0.261,7.48,4.6,2.5,,
진해만,3,35.0516666666667,128.679166666667,진주담치,2020,8,5,맑음,31,24.47,15.95,8.52,33.56,7.33,4.66,1.38,0.011,0.174,0.011,0.196,0.324,0.035,0.043,0.761,0.28,12.6,2.5,,
진해만,5,35.0041666666667,128.665555555556,굴/진주담치,2020,8,5,맑음,10,25.31,19.25,6.06,31.56,7.58,1.85,2.05,0.026,0.157,0.015,0.197,0.323,0.036,0.042,0.828,0.23,12.3,2,,
진해만,6,35.0216666666667,128.633333333333,굴/진주담치,2020,8,5,맑음,23,26.39,16.46,9.93,33.16,7.6,4.23,1.45,0.02,0.129,0.012,0.161,0.316,0.031,0.044,0.665,0.22,10.7,2.5,,
진해만,13,35.0111111111111,128.560833333333,굴,2020,8,5,맑음,22,26.65,16.85,9.8,33.02,7.44,2.18,0.54,0.072,0.158,0.026,0.256,0.374,0.047,0.053,1.149,0.11,19.8,2.5,,
진해만,21,34.9475,128.495833333333,굴,2020,8,5,맑음,14,25.97,19.67,6.3,32.68,7.56,0.72,1.98,0.044,0.013,0.005,0.062,0.167,0.019,0.023,0.404,2.01,8.4,3,,
진해만,22,34.9183333333333,128.510833333333,굴,2020,8,5,맑음,12,25.45,20.91,4.54,31.61,7.56,0.54,1.46,0.062,0.009,0.007,0.078,0.177,0.022,0.027,0.435,0.68,18.3,2.5,,
진해만,23,34.9197222222222,128.561944444444,굴/진주담치,2020,8,5,맑음,19,25.02,18.03,6.99,32.79,7.48,0.54,2.05,0.253,0.002,0.001,0.256,0.275,0.062,0.064,1.343,0.17,16.6,1.5,,
진해만,25,34.9480555555556,128.563055555556,굴/진주담치,2020,8,5,맑음,20,25.21,17.38,7.83,33.2,7.42,0.56,1.3,0.161,0.005,0.004,0.17,0.359,0.048,0.073,1.059,0.13,23,1.5,,
진해만,26,34.9769444444445,128.601111111111,굴/진주담치,2020,8,5,맑음,21,26.47,16.7,9.77,33.21,7.4,1.36,1.34,0.199,0.064,0.014,0.277,0.426,0.059,0.071,1.414,0.12,23.6,1.5,,
진해만,27,34.9647222222222,128.646666666667,굴/진주담치,2020,8,5,맑음,14,24.53,18.65,5.88,32.68,7.43,0.48,1.24,0.13,0.024,0.01,0.165,0.385,0.027,0.044,0.695,0.32,5.5,2.5,,
거제도동안,2,34.9936111111111,128.721666666667,진주담치,2020,8,5,맑음,12,23.85,17.6,6.25,32.1,7.63,5.08,1.03,0.021,0.121,0.011,0.153,0.313,0.02,0.038,0.654,1.35,10.8,2,,
통영,4,34.8583333333333,128.424722222222,우렁쉥이,2020,8,5,흐림/구름,5,25.84,20.38,5.46,32.48,7.32,0.17,2.68,0.134,0.027,0.01,0.17,0.313,0.008,0.022,0.904,9.01,6.6,1.5,,
통영,5,34.8619444444445,128.394722222222,굴/우렁쉥이,2020,8,5,흐림/구름,7,26.5,19.84,6.66,32.72,7.53,1.7,1.84,0.106,0.046,0.015,0.167,0.303,0.009,0.029,0.628,7.92,3.4,2.3,,
통영,6,34.8625,128.369444444444,굴,2020,8,5,흐림/구름/바람,8,27.25,19.04,8.21,32.96,7.79,3.84,1.47,0.008,0.013,0.002,0.023,0.144,0.005,0.013,0.229,2.22,4,6.5,,
통영,7,34.8472222222222,128.348333333333,굴,2020,8,5,비/흐림/바람,10,25.51,18.02,7.49,33.31,7.84,4.43,1.39,0.007,0.015,0.013,0.035,0.2,0.032,0.04,0.56,1.4,5.2,7,,
고성자란만,1,34.8891666666667,128.225,굴,2020,8,5,흐림/구름/바람,10,25.01,19.69,5.32,32.75,7.65,2.5,1.47,0.007,0.003,0.004,0.015,0.136,0.008,0.02,0.568,2.6,6.2,5.5,,
고성자란만,2,34.8547222222222,128.229444444444,굴,2020,8,5,흐림/구름,16,24.65,19.01,5.64,33.09,7.75,3.47,1.07,0.004,0.004,0.006,0.014,0.115,0.007,0.013,0.571,1.09,5.2,4.5,,
고성자란만,3,34.8958333333333,128.2875,굴,2020,8,5,흐림/구름/바람,8,25.83,21.16,4.67,32,7.74,3.8,0.99,0.033,0.011,0.037,0.081,0.211,0.034,0.04,0.75,3.25,4.6,3.5,,
고성자란만,4,34.9319444444444,128.319722222222,굴,2020,8,5,맑음/구름/바람,3,28.28,25.13,3.15,28.74,7.73,4.17,2.96,0.004,0.012,0.005,0.021,0.269,0.003,0.015,0.576,5.89,5.4,2,,
고성자란만,5,34.9144444444444,128.230277777778,굴,2020,8,5,흐림/구름,8,27.35,21.36,5.99,32.19,7.82,4.78,0.83,0.002,0,0.001,0.004,0.123,0.003,0.009,0.488,1.16,4,7,,
고성자란만,6,34.9219444444444,128.253055555556,굴,2020,8,5,흐림/바람,7,27.91,21.6,6.31,32.06,7.83,5.02,1.07,0.004,0,0.002,0.006,0.121,0.004,0.009,0.574,1.24,3.4,6,,
고성자란만,7,34.9219444444444,128.255833333333,굴,2020,8,5,흐림/구름/바람,8,27.51,21.09,6.42,32.46,7.7,3.29,1.55,0.004,0.001,0.002,0.007,0.133,0.005,0.012,0.561,3.12,3.2,5,,
고성자란만,8,34.9258333333333,128.303888888889,굴,2020,8,5,맑음/구름/바람,4,27.86,22.14,5.72,31.38,7.65,2.57,1.63,0.006,0.082,0.009,0.097,0.194,0.003,0.01,0.518,3.43,5.4,2.5,,
고성자란만,9,34.9136111111111,128.332222222222,굴,2020,8,5,맑음/구름/바람,5,27.07,21.58,5.49,31.79,7.61,2.88,2.12,0.043,0.052,0.019,0.113,0.188,0.007,0.017,0.53,3.31,3.6,4.5,,
통영외안,6,34.8519444444445,128.291111111111,굴,2020,8,5,흐림/구름/바람,13,25.04,18.77,6.27,33.02,7.87,4.75,1.19,0.003,0.014,0.016,0.033,0.146,0.03,0.038,0.624,1.58,9.2,5,,
아산,3,37.09,126.52,마을,2020,8,5,흐림,15,22.06,21.76,0.299999999999997,28.49,7.95,6.85,1.24,0.093,0.204,0.041,0.338,0.388,0.03,0.044,0.635,0.74,14.8,1.8,,
아산,4,37.03,126.426666666667,바지락,2020,8,5,흐림,11,21.78,21.67,0.109999999999999,29.62,7.98,7.18,1.05,0.059,0.135,0.032,0.226,0.275,0.024,0.036,0.426,1.14,16,2,,
아산,5,37.2033333333333,126.486666666667,김,2020,8,5,흐림,9,22.86,22.43,0.43,28.64,7.96,6.86,1.24,0.114,0.208,0.036,0.359,0.465,0.034,0.05,0.712,0.94,18.2,2.3,,
인천,1,37.54,126.59,연안,2020,8,5,흐림,20,23.33,23.54,0.210000000000001,18.91,7.53,6.09,6.72,0.287,0.844,0.044,1.175,1.207,0.062,0.171,1.785,4.22,286.5,0.1,,
인천,2,37.47,126.59,연안,2020,8,5,흐림,15,23.45,23.68,0.23,22.03,7.68,6.52,2.52,0.258,0.65,0.044,0.952,0.992,0.06,0.112,1.519,1.67,93,0.1,,
인천,3,37.42,126.57,연안,2020,8,5,흐림,11,23.69,23.72,0.0299999999999976,23.08,7.76,6.27,1.96,0.26,0.662,0.042,0.963,0.969,0.061,0.087,1.494,0.99,33.8,0.4,,
인천,4,37.36,126.63,연안,2020,8,5,흐림,7,24.11,23.67,0.439999999999998,27.82,7.89,6.33,1.32,0.16,0.167,0.034,0.361,0.547,0.048,0.072,0.732,1.51,15.6,1.1,,
인천,5,37.37,126.53,연안,2020,8,5,흐림,12,23.93,23.27,0.66,26.68,7.85,6.47,1.36,0.202,0.317,0.036,0.556,0.609,0.054,0.068,0.963,0.69,14.4,1,,
인천,6,37.29,126.52,바지락,2020,8,5,흐림,15,24.32,23.12,1.2,28.62,7.9,6.68,1.2,0.156,0.244,0.034,0.434,0.438,0.046,0.062,0.778,0.8,9.2,1.4,,
인천,7,37.28,126.4,연안,2020,8,5,흐림,28,23.23,22.42,0.809999999999999,29.35,7.94,6.94,0.85,0.094,0.152,0.034,0.279,0.346,0.032,0.047,0.599,0.73,12.6,2,,
한강하구,1,37.6022222222222,126.562222222222,하구,2020,8,5,흐림,7,22.39,22.01,0.379999999999999,8.09,7.34,6.09,5.65,0.33,1.321,0.036,1.687,1.69,0.046,0.194,2.487,4.07,268,0.1,,
한강하구,4,37.5866666666667,126.562777777778,하구,2020,8,5,흐림,8,22.41,23.23,0.82,14.35,7.24,6.26,7.72,0.317,1.195,0.042,1.554,1.591,0.052,0.223,2.27,3.91,233.5,0.1,,
한강하구,5,37.5730555555556,126.575,하구,2020,8,5,흐림,8,22.83,23.32,0.490000000000002,15.51,7.34,6.11,5.89,0.314,1.119,0.045,1.478,1.495,0.055,0.167,2.294,2.93,164.5,0.1,,
낙동강하구,2,35.0197222222222,128.911388888889,하구,2020,8,4,맑음,18,24.05,15.85,8.2,33.68,7.81,5.07,0.61,0.008,0.15,0.007,0.165,0.258,0.029,0.037,0.627,0.23,6.6,1,,
낙동강하구,3,35.0219444444444,128.873888888889,하구,2020,8,4,맑음,14,23.54,15.58,7.96,33.94,7.71,5.02,0.44,0.011,0.123,0.005,0.138,0.305,0.026,0.044,0.5,0.22,11.5,1,,
낙동강하구,5,34.9972222222222,128.914166666667,하구,2020,8,4,맑음,27,22.94,15.23,7.71,34.23,7.46,5.01,3.94,0.007,0.168,0.003,0.178,0.3,0.031,0.044,0.629,0.2,13.8,1,,
낙동강하구,6,34.9975,128.858055555556,하구,2020,8,4,맑음,22,23.38,15.22,8.16,34.23,7.83,5.03,0.6,0.003,0.11,0.002,0.116,0.172,0.03,0.034,0.439,0.12,8.9,1,,
거제도동안,1,34.9811111111111,128.7875,진주담치,2020,8,4,맑음,20,24.46,15.64,8.82,33.8,7.71,4.85,0.45,0.009,0.16,0.009,0.178,0.249,0.031,0.036,0.725,0.23,8.3,2.5,,
거제도동안,3,34.9227777777778,128.733888888889,연안,2020,8,4,맑음,19,23.67,15.19,8.48,34.18,7.72,4.98,4.57,0.005,0.113,0.005,0.123,0.294,0.024,0.038,0.46,0.2,12.3,2,,
거제도동안,4,34.9016666666667,128.751666666667,연안,2020,8,4,맑음,28,23.6,14.76,8.84,34.3,7.79,5.12,0.49,0.01,0.109,0.003,0.121,0.205,0.028,0.031,0.44,0.23,11.2,1.5,,
거제도동안,5,34.7975,128.683888888889,연안,2020,8,4,맑음,21,21.31,15.93,5.38,33.71,7.81,5.1,0.42,0.006,0.098,0.003,0.106,0.279,0.019,0.03,0.372,0.76,5.7,3.5,,
거제도동안,6,34.765,128.664166666667,연안,2020,8,4,맑음,20,20.46,15.29,5.17,34.09,7.74,5.26,0.41,0.005,0.096,0.002,0.102,0.177,0.024,0.025,0.372,0.3,5.5,4,,
통영외안,11,34.8033333333333,128.248611111111,굴,2020,8,4,안개/흐림,11,24.23,19.82,4.41,32.43,7.85,4.99,1.07,0.003,0.05,0.015,0.068,0.109,0.018,0.024,0.719,1.33,4.4,7,,
통영외안,12,34.8311111111111,128.051944444444,진주담치,2020,8,4,안개/흐림/바람,11,24.04,18.24,5.8,33.46,7.67,2.55,1.31,0.023,0.028,0.036,0.086,0.203,0.027,0.035,1.315,0.68,7,2.5,,
사천,2,34.8608333333333,128.135833333333,진주담치,2020,8,4,안개/흐림,13,23.15,19.36,3.79,32.92,7.83,4.55,0.87,0.006,0.009,0.008,0.023,0.104,0.011,0.014,0.699,2.13,4.8,4,,
사천,4,34.9011111111111,128.030555555556,굴,2020,8,4,안개/흐림,4,22.65,21.39,1.26,29.29,7.93,5.61,2.04,0.032,0.022,0.003,0.056,0.212,0.022,0.029,1.028,3.13,6.6,1.5,,
진주만,1,34.9533333333333,127.999444444444,굴,2020,8,4,맑음/구름/바람,6,25.04,21.41,3.63,21.4,7.91,5.39,2.04,0.036,0.031,0.004,0.071,0.228,0.006,0.023,1.249,3.07,5.2,2,,
진주만,2,34.9202777777778,127.958888888889,굴,2020,8,4,안개/흐림/바람,4,25.45,21.65,3.8,28.33,7.86,4.74,3.64,0.006,0.08,0.018,0.103,0.173,0.005,0.016,0.521,7.38,5.6,2,,
진주만,3,34.8652777777778,127.935833333333,굴,2020,8,4,안개/흐림/바람,3,25.12,22.02,3.1,28.02,7.81,4.18,5.65,0.007,0.004,0.002,0.013,0.171,0.003,0.018,0.284,7.18,4.4,2.5,,
진주만,4,34.9608333333333,127.913055555556,피조개,2020,8,4,안개/흐림/바람,9,25.12,21.18,3.94,29.63,7.75,3.68,2.44,0.128,0.038,0.092,0.258,0.271,0.006,0.017,1.523,2.2,10,2,,
여자만,1,34.7841666666667,127.488611111111,피조개,2020,8,4,구름/맑음,7,27.2,24.4,2.8,28.29,8.34,3.92,2.25,0.064,0.036,0.032,0.131,0.315,0.01,0.031,0.038,3.08,7.8,1.7,,
여자만,2,34.7644444444444,127.454166666667,새꼬막,2020,8,4,구름/맑음,3,26.9,25.6,1.3,27.2,8.47,5.45,2.16,0.008,0.011,0.009,0.028,0.174,0,0.022,0.054,8.76,6.8,1.9,,
여자만,3,34.7652777777778,127.525277777778,새꼬막,2020,8,4,구름/맑음,6,26.7,23.92,2.78,29.23,8.43,5.41,2.73,0.028,0.03,0.023,0.081,0.294,0.01,0.035,0.025,2.62,8.2,3,,
여자만,4,34.7230555555556,127.491111111111,새꼬막,2020,8,4,구름/맑음,7,26.45,23.12,3.33,29.84,8.34,4.57,2.36,0.039,0.056,0.043,0.139,0.255,0.019,0.035,0.043,2.04,11.2,1.8,,
여자만,5,34.6786111111111,127.527222222222,피조개,2020,8,4,안개,15,24.75,21.87,2.88,31.11,8.47,6.02,1.47,0.017,0.05,0.026,0.093,0.184,0.012,0.025,0.032,2.4,6.4,1.6,,
기장,1,35.3111111111111,129.277222222222,미역/다시마,2020,8,3,맑음,25,17.11,13.79,3.32,33.98,7.78,5.49,0.89,0.009,0.111,0.002,0.122,0.193,0.029,0.034,0.408,0.23,12.1,3.5,,
기장,2,35.2511111111111,129.263611111111,미역/다시마,2020,8,3,맑음,30,17.66,12.37,5.29,34.14,7.63,5.65,0.81,0.008,0.191,0.004,0.203,0.282,0.038,0.038,0.668,0.21,12,3,,
기장,3,35.205,129.242222222222,미역/다시마,2020,8,3,맑음,30,19.35,10.54,8.81,34.27,7.78,5.77,0.82,0.005,0.13,0.002,0.137,0.216,0.031,0.037,0.417,0.21,12.2,5,,
부산,1,35.1652777777778,129.227222222222,연안,2020,8,3,맑음,50,20.45,9.98,10.47,34.25,7.56,5.68,0.49,0.004,0.168,0.002,0.174,0.267,0.032,0.037,0.531,0.13,8.7,4,,
부산,2,35.1338888888889,129.173611111111,연안,2020,8,3,맑음,24,19.79,14.99,4.8,33.67,7.52,5.49,1.05,0.009,0.133,0.004,0.146,0.256,0.027,0.037,0.52,0.32,7.9,4,,
부산,3,35.0919444444444,129.120277777778,연안,2020,8,3,맑음,28,19.66,14.49,5.17,33.75,7.62,5.67,1,0.007,0.161,0.004,0.172,0.238,0.03,0.031,0.619,3.03,15.3,5,,
부산,4,35.0513888888889,129.020555555556,연안,2020,8,3,맑음,23,22.08,15.43,6.65,33.79,7.6,5.19,3.29,0.029,0.271,0.009,0.309,0.614,0.01,0.039,1.071,2.35,33.5,3.5,,
낙동강하구,1,35.0211111111111,128.964722222222,하구,2020,8,3,맑음,25,22.97,17.76,5.21,32.33,7.88,5.7,0.77,0.018,0.11,0.01,0.139,0.216,0.019,0.027,0.627,0.47,6.8,0.5,,
낙동강하구,4,34.9983333333333,128.965,하구,2020,8,3,맑음,36,21.92,15.12,6.8,34.22,7.74,5.54,0.5,0.005,0.171,0.004,0.18,0.244,0.033,0.036,0.665,5.44,63.6,2.5,,
거제도남안,3,34.7641666666667,128.5725,굴,2020,8,3,안개/흐림,9,23.74,18.85,4.89,32.4,7.97,6.11,1.31,0.005,0.002,0.014,0.021,0.186,0.017,0.02,0.616,4.64,4.6,3,,
거제도남안,4,34.7291666666667,128.589722222222,굴,2020,8,3,안개/흐림,13,21.11,18.36,2.75,32.81,7.98,6.07,0.83,0.022,0,0.013,0.035,0.198,0.003,0.021,0.79,2.68,6.6,3.5,,
거제도남안,5,34.7275,128.552777777778,연안,2020,8,3,안개/흐림/구름/바람,18,21.98,17.58,4.4,33.28,7.91,5.43,1.07,0.003,0.025,0.018,0.046,0.199,0.005,0.021,0.881,2.59,3.2,3.5,,
거제도남안,6,34.7636111111111,128.538055555556,굴,2020,8,3,흐림/구름/바람,18,23.24,17.7,5.54,33.18,7.88,4.97,0.67,0.027,0.031,0.038,0.096,0.242,0.017,0.03,1.107,1.38,7.4,3.5,,
통영외안,9,34.6347222222222,128.28,굴,2020,8,3,흐림/구름/바람,26,23.07,17.5,5.57,33.66,7.85,4.71,1.55,0.002,0.017,0.005,0.023,0.109,0.008,0.015,0.535,4.73,4.2,7,,
통영외안,10,34.6436111111111,128.373055555556,어류,2020,8,3,흐림/구름,21,24.26,17.84,6.42,33.53,7.87,4.82,1.03,0.001,0.022,0.008,0.031,0.158,0.016,0.021,0.832,0.52,5,7.5,,
통영외안,13,34.7266666666667,128.0475,어류,2020,8,3,흐림/구름/바람,18,22.9,18.4,4.5,33.34,7.75,3.4,1.19,0.002,0.026,0.008,0.036,0.099,0.021,0.029,0.942,0.61,8.2,4.5,,
섬진강하구,1,34.9263888888889,127.791388888889,하구,2020,8,3,흐림,11,23.87,20.46,3.41,31.29,8.25,4.03,1.74,0.033,0.141,0.047,0.221,0.259,0.031,0.036,0.08,1.7,8.6,1,,
섬진강하구,2,34.9305555555556,127.826388888889,하구,2020,8,3,흐림,9,24.08,20.9,3.18,30.15,8.3,4.23,1.9,0.032,0.17,0.043,0.245,0.304,0.03,0.035,0.072,2.7,5.8,1.4,,
섬진강하구,3,34.8888888888889,127.801111111111,하구,2020,8,3,흐림,21,23.74,20.08,3.66,32.03,8.28,3.98,1.79,0.028,0.062,0.03,0.12,0.207,0.022,0.038,0.06,1.33,17.2,1.2,,
섬진강하구,4,34.8330555555556,127.792777777778,하구,2020,8,3,흐림,20,23.59,20.06,3.53,32.16,8.22,4.24,0.7,0.031,0.026,0.017,0.073,0.179,0.013,0.029,0.043,1.05,15.2,1.2,,
